"year","month","airline","flight_arrivals","flight_departures","flight_total","passenger_arrivals","passenger_departures","passenger_total","cargo_arrivals","cargo_departures","cargo_total"
"2023","11",스리랑카항공,8,8,16,898,1279,2177,74,106,180
"2023","11",스카이 앙코르 항공,16,16,32,2110,2636,4746,0,2,2
"2023","11",스쿠트 항공,30,31,61,10088,10589,20677,57,173,231
"2023","11",실크웨이웨스트항공,8,8,16,0,0,0,673,994,1667
"2023","11",심천항공,48,48,96,4955,5130,10085,108,15,124
"2023","11",싱가포르항공,133,133,266,35743,36089,71832,1175,1441,2616
"2023","11",아메리제트,37,37,74,0,0,0,184,358,542
"2023","11",아메리칸항공,30,30,60,7040,8407,15447,71,256,327
"2023","11",아시아나항공,2033,2033,4066,364130,376339,740469,23953,26903,50856
"2023","11",아틀라스항공,184,189,373,0,0,0,2562,568,3130
"2023","11",안토노프항공,2,0,2,0,0,0,39,0,39
"2023","11",에미레이트항공,30,30,60,13192,13892,27084,245,395,639
"2023","11",에바항공,77,77,154,18360,18548,36908,367,408,776
"2023","11",에어 뉴질랜드,13,13,26,2843,3171,6014,32,209,241
"2023","11",에어 아스타나,29,29,58,4189,4256,8445,8,47,54
"2023","11",에어 프랑스,30,30,60,9582,9567,19149,405,335,739
"2023","11",에어로 몽골리아,13,13,26,503,581,1084,0,0,0
"2023","11",에어로로직,42,42,84,0,0,0,1695,542,2237
"2023","11",에어마카오,30,30,60,3591,4057,7648,16,6,22
"2023","11",에어부산,348,348,696,65519,67668,133187,0,2,2
"2023","11",에어서울,373,374,747,69430,70980,140410,58,32,90
"2023","11",에어아시아엑스,51,51,102,15173,15752,30925,361,392,754
"2023","11",에어인디아 리미티드,17,17,34,3474,3748,7222,64,200,265
"2023","11",에어인천,151,151,302,0,0,0,2021,1614,3635
"2023","11",에어캐나다,56,56,112,16624,16547,33171,465,757,1222
"2023","11",에어프레미아,115,114,229,30837,31590,62427,629,1198,1827
"2023","11",에어홍콩,26,26,52,0,0,0,1066,1185,2251
"2023","11",에티오피아항공,64,63,127,4499,4742,9241,1162,624,1786
"2023","11",에티하드 항공,30,30,60,6775,5976,12751,290,437,727
"2023","11",우즈베키스탄항공,33,33,66,4820,4935,9755,28,431,459
"2023","11",원통화물항공,45,45,90,0,0,0,938,383,1321
"2023","11",유나이티드항공,30,30,60,6612,6856,13468,207,582,789
"2023","11",유피에스항공,117,118,235,0,0,0,1250,2617,3867
"2023","11",이스타항공,255,255,510,44473,44437,88910,0,0,0
"2023","11",일본항공,1,1,2,0,124,124,0,0,0
"2023","11",전일본공수,26,26,52,0,0,0,559,1020,1579
"2023","11",제주항공,1452,1449,2901,217655,224740,442395,1146,1199,2345
"2023","11",젯스타,13,13,26,3996,3902,7898,10,112,122
"2023","11",중국국제항공,185,185,370,20444,20384,40828,83,68,151
"2023","11",중국남방항공,380,380,760,37763,38934,76697,505,139,644
"2023","11",중국동방항공,437,438,875,48814,48746,97560,734,444,1177
"2023","11",중국센트럴항공,100,100,200,0,0,0,1521,432,1953
"2023","11",중국우정항공,30,30,60,0,0,0,228,151,379
"2023","11",중국화물항공,13,13,26,0,0,0,1126,826,1952
"2023","11",중화항공,90,90,180,21687,22817,44504,565,600,1166
"2023","11",진에어,743,745,1488,165609,168144,333753,601,1092,1693
"2023","11",집에어,30,30,60,7071,6221,13292,211,320,531
"2023","11",천진항공,15,15,30,1368,1421,2789,0,0,1
"2023","11",천진화물항공,18,18,36,0,0,0,25,1,26
"2023","11",청도항공,22,22,44,1430,1959,3389,1,3,5
"2023","11",춘추항공,26,26,52,3369,3191,6560,6,2,8
"2023","11",카고룩스 이탈리아 항공,13,13,26,0,0,0,495,572,1067
"2023","11",카고룩스항공,13,13,26,0,0,0,280,960,1240
"2023","11",카타르항공,47,47,94,10337,11176,21513,1336,2230,3566
"2023","11",칼리타항공,72,73,145,0,0,0,1138,1548,2686
"2023","11",캐세이퍼시픽항공,132,132,264,27025,28614,55639,1579,477,2056
"2023","11",콴타스항공,17,18,35,4320,4429,8749,22,147,169
"2023","11",타이거에어 타이완,30,30,60,5101,4936,10037,2,37,38
"2023","11",타이에어아시아엑스,39,39,78,11936,13577,25513,241,239,479
"2023","11",타이항공,90,90,180,18409,24870,43279,871,625,1496
"2023","11",터키항공,55,55,110,14269,12693,26962,1025,1506,2531
"2023","11",투르크메니스탄,4,5,9,0,0,0,174,226,400
"2023","11",티웨이항공,864,863,1727,159339,160548,319887,624,718,1342
"2023","11",폴라에어카고,124,123,247,0,0,0,3074,3046,6119
"2023","11",폴란드항공,30,30,60,6004,6210,12214,202,343,545
"2023","11",피치항공,148,148,296,25921,25275,51196,0,11,11
"2023","11",핀에어,30,30,60,6414,6689,13103,572,515,1087
"2023","11",필리핀에어아시아,90,90,180,12459,13904,26363,2,26,28
"2023","11",필리핀항공,106,106,212,15548,20418,35966,27,252,279
"2023","11",하와이안 항공,21,21,42,5075,5554,10629,56,367,423
"2023","11",홍콩익스프레스,78,78,156,12685,12691,25376,15,42,56
"2023","11",홍콩항공,17,17,34,3304,4108,7412,149,144,293
"2023","11",ABD,2,2,4,0,0,0,0,190,190
"2023","11",FedEX항공,130,130,260,0,0,0,2713,2846,5560
"2023","11",KLM네덜란드항공,24,24,48,6661,6606,13267,279,266,546
"2023","11",MJ,1,0,1,0,0,0,0,0,0
"2023","11",MY FREIGHTER AIRLINES,2,2,4,0,0,0,0,92,92
"2023","11",RON,1,1,2,8,0,8,0,0,0
"2023","12",가루다인도네시아,37,37,74,7858,7198,15056,98,270,368
"2023","12",그레이터베이항공,31,31,62,3226,3630,6856,35,19,54
"2023","12",대한항공,3973,3967,7940,693576,686510,1380086,53016,54137,107153
"2023","12",델타항공,124,125,249,31438,33156,64594,150,1198,1348
"2023","12",디에이치엘항공,13,13,26,0,0,0,275,0,275
"2023","12",라오항공,31,31,62,3455,3569,7024,1,8,9
"2023","12",로얄브루나이항공,13,13,26,1662,1501,3163,0,2,2
"2023","12",루프트한자 독일항공,71,70,141,11382,10646,22028,709,1238,1947
"2023","12",말레이시아 항공,31,31,62,6965,7844,14809,306,429,735
"2023","12",몽골항공,53,52,105,7084,6765,13849,27,239,266
"2023","12",미얀마국제항공,16,16,32,1608,1538,3146,9,5,13
"2023","12",미얀마항공,6,6,12,906,25,931,3,3,6
"2023","12",바틱 에어 말레이시아,25,25,50,3558,3779,7337,0,0,0
"2023","12",베트남항공,186,186,372,41339,44071,85410,1014,699,1713
"2023","12",북경수도항공,6,6,12,176,615,791,0,0,0
"2023","12",비엣젯항공,484,483,967,88856,89261,178117,455,223,678
"2023","12",사우디아항공,17,17,34,1323,1738,3061,20,254,274
"2023","12",사천항공,13,13,26,1395,1620,3015,0,5,5
"2023","12",산동항공,242,242,484,23252,28001,51253,220,8,229
"2023","12",상하이항공,25,25,50,2787,3523,6310,18,5,24
"2023","12",샤먼항공,31,31,62,4599,4855,9454,36,21,56
"2023","12",세부퍼시픽항공,93,93,186,16899,17649,34548,18,95,113
"2023","12",스리랑카항공,10,10,20,1757,1645,3402,58,125,183
"2023","12",스카이 앙코르 항공,27,27,54,3164,4219,7383,0,2,2
"2023","12",스쿠트 항공,31,31,62,10940,10977,21917,96,124,219
"2023","12",실크웨이웨스트항공,11,11,22,0,0,0,577,1115,1693
"2023","12",심천항공,53,53,106,6013,6170,12183,104,13,116
"2023","12",싱가포르항공,149,149,298,37111,38226,75337,1362,1600,2962
"2023","12",아메리제트,31,31,62,0,0,0,213,315,528
"2023","12",아메리칸항공,31,31,62,8249,8555,16804,63,293,356
"2023","12",아시아나항공,2167,2170,4337,407568,412381,819949,25274,26309,51583
"2023","12",아틀라스항공,170,179,349,0,0,0,3205,530,3735
"2023","12",에미레이트항공,31,30,61,11263,13207,24470,403,422,826
"2023","12",에바항공,80,80,160,19081,19232,38313,456,450,906
"2023","12",에어 뉴질랜드,13,13,26,3322,3240,6562,42,189,231
"2023","12",에어 아스타나,28,28,56,3519,4053,7572,11,96,107
"2023","12",에어 프랑스,30,30,60,9417,8661,18078,415,429,845
"2023","12",에어로 몽골리아,12,12,24,784,585,1369,0,0,0
"2023","12",에어로로직,41,41,82,0,0,0,1669,514,2183
"2023","12",에어로케이항공,1,0,1,157,0,157,0,0,0
"2023","12",에어마카오,40,40,80,4445,4649,9094,25,3,29
"2023","12",에어부산,359,359,718,69505,70858,140363,0,2,2
"2023","12",에어서울,396,398,794,74134,75598,149732,50,40,90
"2023","12",에어아시아엑스,54,54,108,16445,15579,32024,291,456,747
"2023","12",에어인디아 리미티드,18,18,36,3954,3973,7927,75,164,239
"2023","12",에어인천,144,143,287,0,0,0,1917,1476,3394
"2023","12",에어캐나다,61,61,122,17774,17660,35434,491,754,1245
"2023","12",에어프레미아,111,113,224,30380,31503,61883,523,1014,1537
"2023","12",에어홍콩,25,25,50,0,0,0,1045,1160,2205
"2023","12",에티오피아항공,61,62,123,4327,3672,7999,982,368,1351
"2023","12",에티하드 항공,31,31,62,5934,6435,12369,290,421,712
"2023","12",우즈베키스탄항공,34,34,68,4913,6186,11099,37,375,412
"2023","12",원통화물항공,46,46,92,0,0,0,1097,329,1426
"2023","12",유나이티드항공,31,31,62,7302,6633,13935,193,644,837
"2023","12",유피에스항공,118,116,234,0,0,0,1348,2465,3813
"2023","12",이스타항공,320,315,635,54567,54936,109503,0,0,0
"2023","12",전일본공수,27,27,54,0,0,0,508,1032,1540
"2023","12",제주항공,1651,1640,3291,257853,264403,522256,1329,1264,2593
"2023","12",젯스타,14,13,27,4311,3486,7797,29,99,128
"2023","12",중국국제항공,194,194,388,19982,21989,41971,72,70,142
"2023","12",중국남방항공,495,495,990,46399,59026,105425,523,152,675
"2023","12",중국동방항공,492,491,983,48184,54040,102224,803,458,1260
"2023","12",중국센트럴항공,78,78,156,0,0,0,1138,395,1533
"2023","12",중국우정항공,23,23,46,0,0,0,226,138,364
"2023","12",중국화물항공,12,12,24,0,0,0,1050,741,1790
"2023","12",중화항공,93,93,186,21088,21940,43028,588,647,1235
"2023","12",진에어,917,917,1834,198870,206663,405533,668,988,1656
"2023","12",집에어,31,31,62,6741,6025,12766,218,305,523
"2023","12",천진항공,23,23,46,2145,2488,4633,0,2,2
"2023","12",천진화물항공,9,9,18,0,0,0,29,2,31
"2023","12",청도항공,53,53,106,3684,6065,9749,40,4,44
"2023","12",춘추항공,27,27,54,3601,4102,7703,4,7,11
"2023","12",카고룩스 이탈리아 항공,11,11,22,0,0,0,695,450,1145
"2023","12",카고룩스항공,13,13,26,0,0,0,337,972,1309
"2023","12",카타르항공,49,49,98,8720,10163,18883,1743,2061,3804
"2023","12",칼리타항공,67,66,133,0,0,0,1246,1553,2799
"2023","12",캐세이퍼시픽항공,119,120,239,26140,26817,52957,1540,596,2137
"2023","12",콴타스항공,16,16,32,4362,3577,7939,43,132,174
"2023","12",타이거에어 타이완,31,31,62,5083,4662,9745,1,33,35
"2023","12",타이에어아시아엑스,62,62,124,18037,20058,38095,143,287,430
"2023","12",타이항공,93,93,186,23307,26236,49543,851,454,1304
"2023","12",터키항공,59,59,118,12748,11591,24339,1337,1690,3026
"2023","12",투르크메니스탄,4,4,8,0,0,0,128,130,258
"2023","12",티웨이항공,920,918,1838,176224,178698,354922,705,787,1492
"2023","12",폴라에어카고,98,98,196,0,0,0,2896,2784,5680
"2023","12",폴란드항공,30,30,60,6210,5562,11772,193,291,484
"2023","12",피치항공,155,155,310,27387,26110,53497,0,8,8
"2023","12",핀에어,30,30,60,5827,5437,11264,669,450,1119
"2023","12",필리핀에어아시아,93,93,186,13480,14731,28211,7,30,38
"2023","12",필리핀항공,155,154,309,29052,33305,62357,33,334,367
"2023","12",하와이안 항공,23,23,46,5983,5732,11715,31,368,398
"2023","12",홍콩익스프레스,79,79,158,13647,12707,26354,22,28,50
"2023","12",홍콩항공,24,24,48,5434,5520,10954,184,154,338
"2023","12",ABD,1,1,2,0,0,0,0,97,97
"2023","12",FedEX항공,150,149,299,0,0,0,3265,3253,6518
"2023","12",KLM네덜란드항공,26,26,52,7249,7395,14644,279,309,588
"2023","12",MY FREIGHTER AIRLINES,1,1,2,0,0,0,0,44,44
"2023","12",RON,1,1,2,1,0,1,0,0,0
"2024","1",가루다인도네시아,36,36,72,6111,7218,13329,92,228,320
"2024","1",그레이터베이항공,31,31,62,3853,5046,8899,34,18,52
"2024","1",대한항공,3990,3995,7985,675884,709863,1385747,51064,52278,103341
"2024","1",델타항공,124,125,249,29404,34145,63549,109,979,1089
"2024","1",디에이치엘항공,2,2,4,0,0,0,8,0,8
"2024","1",라오항공,31,31,62,3607,3697,7304,1,6,7
"2024","1",로얄브루나이항공,14,14,28,1277,1581,2858,0,1,1
"2024","1",로얄에어필리핀,21,20,41,1283,1393,2676,0,0,0
"2024","1",루프트한자 독일항공,72,71,143,12935,15110,28045,538,1057,1596
"2024","1",말레이시아 항공,31,31,62,5782,7904,13686,317,353,670
"2024","1",몽골항공,49,50,99,6817,8037,14854,24,138,162
"2024","1",미얀마국제항공,15,15,30,1526,1440,2966,4,1,5
"2024","1",미얀마항공,6,6,12,912,78,990,2,2,3
"2024","1",바틱 에어 말레이시아,31,31,62,4157,5218,9375,0,3,3
"2024","1",베트남항공,186,186,372,41414,46723,88137,1106,832,1938
"2024","1",북경수도항공,1,1,2,19,99,118,0,0,0
"2024","1",비엣젯항공,482,485,967,91087,91792,182879,646,224,870
"2024","1",사우디아항공,19,19,38,2086,2322,4408,14,231,245
"2024","1",사천항공,17,17,34,1859,2035,3894,0,9,9
"2024","1",산동항공,269,268,537,23152,25933,49085,170,5,176
"2024","1",상하이항공,31,31,62,3761,4658,8419,16,0,16
"2024","1",샤먼항공,32,32,64,4389,4977,9366,33,16,49
"2024","1",세부퍼시픽항공,87,87,174,16963,16791,33754,13,81,95
"2024","1",스리랑카항공,13,13,26,2449,2390,4839,133,135,268
"2024","1",스카이 앙코르 항공,62,62,124,9930,10404,20334,0,5,5
"2024","1",스쿠트 항공,31,31,62,9566,11014,20580,72,177,250
"2024","1",실크웨이웨스트항공,10,10,20,0,0,0,569,989,1558
"2024","1",심천항공,53,53,106,6129,6623,12752,93,16,109
"2024","1",싱가포르항공,147,147,294,26746,35211,61957,1389,1650,3038
"2024","1",아메리제트,14,14,28,0,0,0,1,319,320
"2024","1",아메리칸항공,31,31,62,7290,8356,15646,62,285,346
"2024","1",아시아나항공,2263,2260,4523,425295,453361,878656,22464,21327,43791
"2024","1",아틀라스항공,152,157,309,0,0,0,2246,415,2661
"2024","1",에미레이트항공,31,31,62,12769,13738,26507,363,425,787
"2024","1",에바항공,79,79,158,19993,19351,39344,474,441,915
"2024","1",에어 뉴질랜드,12,12,24,2613,3395,6008,51,115,166
"2024","1",에어 아스타나,28,28,56,3712,3833,7545,3,12,15
"2024","1",에어 프랑스,29,29,58,9182,9561,18743,413,357,770
"2024","1",에어로 몽골리아,14,14,28,1375,1261,2636,0,0,0
"2024","1",에어로로직,39,39,78,0,0,0,1536,467,2003
"2024","1",에어마카오,38,38,76,4514,4645,9159,35,7,43
"2024","1",에어부산,358,358,716,71285,74892,146177,0,3,3
"2024","1",에어서울,421,420,841,75557,80662,156219,54,27,81
"2024","1",에어아시아엑스,53,53,106,15049,17716,32765,291,401,692
"2024","1",에어인디아 리미티드,17,17,34,3783,3702,7485,65,174,239
"2024","1",에어인천,136,137,273,0,0,0,1776,1378,3154
"2024","1",에어캐나다,63,62,125,18025,18212,36237,535,738,1273
"2024","1",에어프레미아,123,122,245,32236,36071,68307,513,910,1423
"2024","1",에어홍콩,26,26,52,0,0,0,1018,1203,2221
"2024","1",에티오피아항공,65,64,129,4376,4785,9161,1038,308,1346
"2024","1",에티하드 항공,31,31,62,7607,7669,15276,293,411,704
"2024","1",우즈베키스탄항공,30,30,60,5485,5643,11128,25,158,184
"2024","1",원통화물항공,54,54,108,0,0,0,1071,256,1327
"2024","1",유나이티드항공,31,31,62,6293,7370,13663,192,549,740
"2024","1",유피에스항공,112,114,226,0,0,0,1173,2103,3276
"2024","1",이스타항공,320,318,638,51914,55045,106959,0,0,0
"2024","1",전일본공수,21,21,42,0,0,0,516,756,1272
"2024","1",제주항공,1741,1741,3482,262980,275228,538208,1586,1368,2954
"2024","1",젯스타,13,14,27,3595,4350,7945,20,80,100
"2024","1",중국국제항공,195,195,390,21167,21764,42931,87,65,152
"2024","1",중국남방항공,536,536,1072,53055,61859,114914,520,161,681
"2024","1",중국동방항공,528,528,1056,51935,56788,108723,724,458,1182
"2024","1",중국센트럴항공,65,65,130,0,0,0,761,257,1018
"2024","1",중국우정항공,26,26,52,0,0,0,265,153,418
"2024","1",중국화물항공,10,10,20,0,0,0,874,516,1391
"2024","1",중화항공,93,93,186,23381,23103,46484,625,596,1221
"2024","1",진에어,979,980,1959,214809,222402,437211,796,801,1597
"2024","1",집에어,31,31,62,6385,6743,13128,207,272,479
"2024","1",천진항공,31,31,62,2719,2862,5581,0,6,6
"2024","1",천진화물항공,20,20,40,0,0,0,124,16,140
"2024","1",청도항공,39,39,78,1797,3126,4923,18,4,22
"2024","1",춘추항공,28,28,56,4268,4069,8337,1,3,4
"2024","1",카고룩스 이탈리아 항공,14,14,28,0,0,0,648,624,1272
"2024","1",카고룩스항공,12,12,24,0,0,0,345,837,1182
"2024","1",카타르항공,47,47,94,9296,11616,20912,1363,1678,3041
"2024","1",칼리타항공,50,51,101,0,0,0,675,1548,2223
"2024","1",캐세이퍼시픽항공,109,108,217,24223,26068,50291,1233,435,1668
"2024","1",콴타스항공,18,18,36,3715,4836,8551,30,105,135
"2024","1",타이거에어 타이완,31,31,62,5353,4604,9957,2,26,28
"2024","1",타이에어아시아엑스,62,62,124,20380,21462,41842,210,291,500
"2024","1",타이항공,93,93,186,22787,26181,48968,941,296,1236
"2024","1",터키항공,57,57,114,14025,14126,28151,1123,1474,2598
"2024","1",투르크메니스탄,4,4,8,0,0,0,97,134,231
"2024","1",티웨이항공,997,998,1995,189874,198462,388336,663,522,1185
"2024","1",폴라에어카고,79,80,159,0,0,0,2899,1860,4759
"2024","1",폴란드항공,27,27,54,5337,6100,11437,188,203,390
"2024","1",피치항공,155,155,310,26651,26889,53540,0,8,8
"2024","1",핀에어,31,30,61,6184,7016,13200,627,434,1062
"2024","1",필리핀에어아시아,93,93,186,14365,14911,29276,2,22,25
"2024","1",필리핀항공,155,156,311,30222,32363,62585,23,311,334
"2024","1",하와이안 항공,22,22,44,4793,5410,10203,23,303,326
"2024","1",홍콩익스프레스,80,80,160,14082,14962,29044,26,22,48
"2024","1",홍콩항공,31,31,62,6784,7808,14592,335,137,472
"2024","1",FedEX항공,149,150,299,0,0,0,2683,2514,5197
"2024","1",KLM네덜란드항공,26,27,53,7390,8028,15418,315,303,617
"2024","2",가루다인도네시아,33,33,66,6498,5964,12462,72,257,329
"2024","2",그레이터베이항공,33,33,66,4009,4975,8984,24,12,36
"2024","2",내셔널항공,1,1,2,0,0,0,0,100,100
"2024","2",대한항공,3804,3792,7596,700416,665476,1365892,49935,48643,98578
"2024","2",델타항공,115,118,233,28392,27430,55822,102,951,1052
"2024","2",라오항공,29,28,57,2824,2930,5754,1,6,7
"2024","2",로얄브루나이항공,12,12,24,1550,1426,2976,1,2,4
"2024","2",로얄에어필리핀,3,3,6,108,1,109,0,0,0
"2024","2",롱하오항공,9,9,18,0,0,0,93,53,146
"2024","2",루프트한자 독일항공,62,63,125,12670,10477,23147,772,1037,1808
"2024","2",말레이시아 항공,30,30,60,7690,6531,14221,337,420,756
"2024","2",몽골항공,45,45,90,6379,7148,13527,22,142,164
"2024","2",미얀마국제항공,17,17,34,1800,1425,3225,3,3,6
"2024","2",미얀마항공,5,5,10,744,48,792,2,1,3
"2024","2",바틱 에어 말레이시아,29,29,58,4827,4289,9116,0,3,3
"2024","2",베트남항공,174,174,348,40703,40297,81000,868,620,1488
"2024","2",북경수도항공,6,6,12,413,735,1148,0,0,0
"2024","2",비엣젯항공,455,453,908,87998,80814,168812,263,118,381
"2024","2",사우디아항공,12,12,24,1659,1149,2808,21,170,191
"2024","2",사천항공,20,20,40,2658,2721,5379,0,12,12
"2024","2",산동항공,257,257,514,33376,32700,66076,257,9,266
"2024","2",상하이항공,29,29,58,4129,4230,8359,24,2,27
"2024","2",샤먼항공,55,55,110,6043,5964,12007,18,9,27
"2024","2",세부퍼시픽항공,87,87,174,18675,16518,35193,62,152,214
"2024","2",스리랑카항공,9,9,18,2101,1410,3511,100,98,198
"2024","2",스카이 앙코르 항공,58,58,116,9711,8832,18543,0,2,2
"2024","2",스쿠트 항공,28,28,56,9471,9436,18907,71,116,187
"2024","2",실크웨이웨스트항공,13,12,25,0,0,0,785,1168,1953
"2024","2",심천항공,49,49,98,5820,6037,11857,65,5,70
"2024","2",싱가포르항공,139,139,278,31383,28346,59729,1472,1599,3071
"2024","2",아메리제트,11,11,22,0,0,0,23,348,371
"2024","2",아메리칸항공,29,29,58,7604,7040,14644,64,311,375
"2024","2",아시아나항공,2094,2084,4178,439494,417063,856557,20778,19915,40693
"2024","2",아틀라스항공,116,132,248,0,0,0,2213,234,2447
"2024","2",에미레이트항공,34,34,68,12998,13284,26282,335,493,828
"2024","2",에바항공,75,75,150,17946,18849,36795,460,353,813
"2024","2",에어 뉴질랜드,13,13,26,2992,3336,6328,26,77,104
"2024","2",에어 아스타나,21,21,42,3606,3228,6834,7,68,75
"2024","2",에어 프랑스,24,24,48,8253,5956,14209,385,342,727
"2024","2",에어로 몽골리아,12,12,24,1022,1031,2053,0,0,0
"2024","2",에어로로직,36,36,72,0,0,0,1649,506,2155
"2024","2",에어마카오,38,38,76,4258,4800,9058,15,5,21
"2024","2",에어부산,336,336,672,72543,71994,144537,20,2,22
"2024","2",에어서울,394,394,788,77727,77044,154771,40,19,59
"2024","2",에어아시아엑스,49,49,98,16554,13578,30132,328,327,655
"2024","2",에어인디아 리미티드,17,17,34,3958,3228,7186,37,176,213
"2024","2",에어인천,107,106,213,0,0,0,1333,1067,2400
"2024","2",에어재팬,5,5,10,1561,1513,3074,21,22,43
"2024","2",에어캐나다,58,58,116,17211,17004,34215,414,713,1128
"2024","2",에어프레미아,116,116,232,34516,33371,67887,793,1022,1815
"2024","2",에어홍콩,23,23,46,0,0,0,891,1011,1903
"2024","2",에티오피아항공,61,62,123,5698,4248,9946,1077,330,1406
"2024","2",에티하드 항공,29,29,58,8146,6192,14338,312,420,733
"2024","2",우즈베키스탄항공,29,29,58,6472,5568,12040,23,174,198
"2024","2",원통화물항공,34,34,68,0,0,0,774,199,974
"2024","2",유나이티드항공,29,29,58,6559,5823,12382,142,541,682
"2024","2",유피에스항공,100,102,202,0,0,0,1037,1970,3007
"2024","2",이스타항공,309,307,616,55602,54179,109781,0,0,0
"2024","2",일본항공,8,8,16,0,0,0,120,191,311
"2024","2",전일본공수,24,24,48,0,0,0,649,772,1421
"2024","2",제주항공,1652,1647,3299,269733,263843,533576,1275,966,2241
"2024","2",젯스타,29,29,58,8835,8956,17791,9,88,97
"2024","2",중국국제항공,194,194,388,27174,26520,53694,135,41,176
"2024","2",중국남방항공,468,468,936,64376,65718,130094,518,113,630
"2024","2",중국동방항공,524,524,1048,61951,65432,127383,660,367,1027
"2024","2",중국센트럴항공,27,27,54,0,0,0,296,112,408
"2024","2",중국우정항공,14,14,28,0,0,0,121,110,231
"2024","2",중국화물항공,7,7,14,0,0,0,611,410,1022
"2024","2",중화항공,88,88,176,21254,22850,44104,603,432,1035
"2024","2",진에어,918,917,1835,209390,206870,416260,871,634,1504
"2024","2",집에어,29,29,58,7670,6802,14472,204,196,400
"2024","2",천진항공,27,27,54,3111,3209,6320,0,7,7
"2024","2",천진화물항공,1,1,2,0,0,0,1,0,1
"2024","2",청도항공,27,27,54,3226,3683,6909,16,3,18
"2024","2",춘추항공,32,32,64,5150,4917,10067,3,3,6
"2024","2",카고룩스 이탈리아 항공,8,8,16,0,0,0,458,351,810
"2024","2",카고룩스항공,13,13,26,0,0,0,434,933,1368
"2024","2",카타르항공,45,44,89,10694,10314,21008,1631,1788,3419
"2024","2",칼리타항공,55,55,110,0,0,0,876,1857,2733
"2024","2",캐세이퍼시픽항공,120,120,240,26250,25527,51777,1383,498,1881
"2024","2",콴타스항공,17,17,34,3649,4454,8103,18,62,80
"2024","2",타이거에어 타이완,29,29,58,4792,4625,9417,1,14,15
"2024","2",타이에어아시아엑스,58,57,115,19759,18639,38398,457,239,697
"2024","2",타이항공,87,87,174,23401,21530,44931,1306,393,1699
"2024","2",터키항공,52,52,104,13579,10879,24458,1113,1335,2449
"2024","2",투르크메니스탄,3,3,6,0,0,0,142,119,260
"2024","2",티웨이항공,956,955,1911,189269,186758,376027,774,510,1285
"2024","2",폴라에어카고,45,44,89,0,0,0,1607,992,2599
"2024","2",폴란드항공,26,26,52,5933,5131,11064,205,250,455
"2024","2",피치항공,145,145,290,25894,25363,51257,0,9,9
"2024","2",핀에어,27,28,55,5620,4960,10580,597,459,1056
"2024","2",필리핀에어아시아,87,87,174,14345,13391,27736,5,19,24
"2024","2",필리핀항공,145,145,290,27724,26499,54223,35,161,197
"2024","2",하와이안 항공,20,20,40,4969,4865,9834,21,266,287
"2024","2",홍콩익스프레스,75,75,150,13367,13483,26850,13,8,21
"2024","2",홍콩항공,29,29,58,6350,7073,13423,349,129,478
"2024","2",FedEX항공,134,134,268,0,0,0,2612,2370,4982
"2024","2",KLM네덜란드항공,25,24,49,7600,6996,14596,323,269,592
"2024","3",가루다인도네시아,35,35,70,6019,5075,11094,93,285,378
"2024","3",그레이터베이항공,31,31,62,3763,2919,6682,40,20,60
"2024","3",내셔널항공,2,2,4,0,0,0,1,78,79
"2024","3",대한항공,3927,3926,7853,711927,644137,1356064,58942,55314,114255
"2024","3",델타항공,124,126,250,32266,35651,67917,134,1064,1198
"2024","3",라오항공,31,31,62,3567,2987,6554,1,10,11
"2024","3",로얄브루나이항공,13,13,26,1214,1114,2328,0,7,7
"2024","3",롱하오항공,33,33,66,0,0,0,409,208,618
"2024","3",루프트한자 독일항공,69,68,137,14102,11460,25562,709,1332,2040
"2024","3",말레이시아 항공,30,30,60,5812,5462,11274,352,461,813
"2024","3",몽골항공,50,49,99,7352,6312,13664,63,161,224
"2024","3",미얀마국제항공,15,15,30,1698,1077,2775,5,4,9
"2024","3",미얀마항공,6,6,12,857,34,891,1,2,3
"2024","3",바틱 에어 말레이시아,23,23,46,3359,2562,5921,0,8,8
"2024","3",베트남항공,186,186,372,48425,40225,88650,1230,690,1921
"2024","3",북경수도항공,2,2,4,329,167,496,0,0,0
"2024","3",비엣젯항공,422,423,845,85186,67884,153070,352,174,526
"2024","3",사우디아항공,13,13,26,837,1227,2064,28,193,221
"2024","3",사천항공,19,19,38,2600,2029,4629,0,12,12
"2024","3",산동항공,266,266,532,33016,25813,58829,391,12,403
"2024","3",상하이항공,30,30,60,4622,3508,8130,28,3,32
"2024","3",샤먼항공,45,45,90,5627,3376,9003,34,17,52
"2024","3",세부퍼시픽항공,77,77,154,17505,13066,30571,48,223,271
"2024","3",스리랑카항공,8,8,16,1826,1049,2875,67,104,171
"2024","3",스카이 앙코르 항공,25,25,50,3935,2791,6726,0,3,3
"2024","3",스쿠트 항공,32,31,63,10832,9407,20239,158,159,317
"2024","3",실크웨이웨스트항공,15,14,29,0,0,0,1122,1521,2643
"2024","3",심천항공,61,61,122,8335,6835,15170,83,9,92
"2024","3",싱가포르항공,147,146,293,36241,31420,67661,1949,1634,3582
"2024","3",아메리제트,23,23,46,0,0,0,25,519,544
"2024","3",아메리칸항공,31,31,62,8233,8706,16939,70,302,372
"2024","3",아시아나항공,2218,2215,4433,448919,409796,858715,25114,25183,50297
"2024","3",아틀라스항공,164,183,347,310,324,634,2694,736,3431
"2024","3",안토노프항공,0,1,1,0,0,0,0,41,41
